data,player,language,publishedAt,predicted_cluster,topic
einbahnstrassenfussball chance jagt chance  defensives bollwerk namens rom einziges tor erzielt verpasst werkself finale europaleague final experte defensiv meister jose mourinho zieht dagegen romern endspiel zunachst fuhlten demirbay links ehe wirtz franzosen steilpass szene setzte diabys beherzter abschluss spitzem winkel knallte ans lattenkreuz gaste denen star trainer mourinho elf stadio olimpico vertraute schienen beeindruckt offensiv kam tief stehende roma kaum entfaltung wahrend gastgeber weitere wenngleich nicht wirklich zwingende torabschlusse herausspielten folge konzentrierte spielgeschehen fast ganzlich romische halfte  presste hoch wusste wirtz spielwitz gefallen halbzeit fur aufwand toren belohnen wechsel aufseiten werkself rollte ball sekunden pause spiel direkt unterbrochen bengalos erleuchteten leverkusener fan block rauchschwaden zogen uber spielfeld etwa zwei minuten spater setzte schiedsrichter slavko vincic partie fort,moussa diaby,de,2023-05-18T21:00:20Z,4,International Football News
tempo karte abschlussmakel julian brandt januar februar raphael guerreiro marz donyell malen april player the month potm bundesliga kommt vierten folge bvb niederlander scheint fans funf treffern vorlage vormonat uberzeugt malen setzte voting frimpong  benjamin pavard bayern munchen timo werner leipzig sowie josha vagnoman vfb stuttgart vielen fehleinkauf abgeschrieben explodierten malens leistungen zuletzt vergangenen beiden bundesliga partien konnte angreifer vier scorerpunkte verbuchen tragt grossen anteil daran bvb meisterkampf bayern weiterhin offen halt belohnt potm auszeichnung inklusive spezialkarte fut wirklich stark fallt herbst fifa saison allerdings nicht,moussa diaby,de,2023-05-18T15:14:06Z,2,Bundesliga News
"gewonnen  zittert star trainer jose mourinho portugiese weiss werkself mannschaft schnellen offensivstars wirtz frimpong uberrennen deshalb gibt selbstbewusst auftretende mourinho deutschem boden demutig ,,wenn halbfinale steht prozentige chance wettbewerb gewinnen"" sagt ,,ich weiss nicht richtung spiel gehen",moussa diaby,de,2023-05-18T10:01:41Z,3,Bundesliga News
willkommen kollege wiedersehen alonso alsono links jose mourinho gemeinsamen zeiten real madrid gut kennen fiel rom auffallend herzlich,moussa diaby,de,2023-05-16T16:39:24Z,1,Other
jahr sports kontext aktuellen fussball titels fifa team the year bundesliga kuren lassen verraten wer sprung geschafft,moussa diaby,de,2023-05-15T15:36:00Z,2,Bundesliga News
zwei elfmeter sieger vfb stuttgart  ausgeglichenen partie getrennt schwaben verpassten heimspiel sonntag zuschauern wichtigen sieg abstiegskampf liegen verbleibenden beiden spieltagen fussball bundesliga tabellenplatz  kassierte drei tage niederlage halbfinal hinspiel europaleague rom weiteren ruckschlag uber liga maximal conference league erreichen  mehr ballbesitz offensiv zundenden ideen scharfe hereingabe bekam sardar azmoun fuss nicht mehr richtig heran freistoss demirbay fur edmond tapsoba schwer nehmen mehr brachte werkself nationalspieler wirtz zunachst draussen sass minuten nicht zustande aufseiten stuttgarter haute wataru endo freistehend uber ball knapp minuten spater verzog guirassy zweiten reihe deutlich verhalf  palacios schwaben unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan endo schiedsrichter frank willenborg entschied elfmeter guirassy trat chippte ball lassig halbhoch tormitte sturmer traf bereits zehnten bundesliga saison dritten spiel nacheinander,moussa diaby,de,2023-05-14T15:54:04Z,6,Game description
fabian bredlow gab kampferisch mental team stark genug schaffen sagte torhuter vfb stuttgart zuspitzende lage rennen klassenerhalt fussball bundesliga  gehen schwaben tabellen verbleibenden zwei spieltage kommenden sonntag treten fsv mainz womoglich ruckstand zahler relegationsrang dahin gewachsen vfb sicht schlimmsten fall dritte abstieg seit schlusspfiff rheinhessen sogar besiegelt,moussa diaby,de,2023-05-14T15:51:51Z,2,Bundesliga News
warum sehe faz net nicht  mehr ballbesitz offensiv zundenden ideen scharfe hereingabe bekam sardar azmoun fuss nicht mehr richtig heran freistoss demirbay fur edmond tapsoba schwer nehmen mehr brachte werkself nationalspieler wirtz zunachst draussen sass minuten nicht zustande seiten stuttgarter haute wataru endo freistehend uber ball knapp minuten spater verzog guirassy zweiten reihe deutlich mehr thema,moussa diaby,de,2023-05-14T15:32:45Z,6,Game description
serhou guirassy vfb stuttgart verwandelt elfmeter lukas hradecky scharfe hereingabe bekam sardar azmoun fuss nicht mehr richtig heran freistoss demirbay fur edmond tapsoba schwer nehmen mehr brachte werkself nationalspieler wirtz zunachst draussen sass minuten nicht xazustande verhalf  palacios schwaben unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan endo schiedsrichter frank willenborg entschied elfmeter guirassy trat chippte ball lassig halbhoch tormitte sturmer traf bereits zehnten bundesliga saison dritten spiel xanacheinander,moussa diaby,de,2023-05-14T15:31:56Z,6,Game description
sebastian hoeness brachte wahrsten sinne wortes punkt vfb stuttgart heimspiel  holte trainer namlich wenig gegner,moussa diaby,de,2023-05-14T15:27:30Z,1,Other
schiedsrichter willenborg schaute bredlows aktion genau entschied elfmeter fur  beide mannschaften erkennbar ballkontrolle bedacht stuttgart angst konter laufen stand defensiv weitaus tiefer dadurch felduberlegenen leverkusener fruh fuhrung gehen konnen hereingabe kamen allerdings sardar azmoun jeremy frimpong jeweils schritt spat gegenseite schlug endo aussichtsreicher position strafraum uber ball beide mannschaften taten folge schwer chancen herauszuarbeiten unfreiwillig hilfe kam halbzeit mutigeren vfb schliesslich palacios endo strafraum foulte danach brachte alonso nationalspieler wirtz ausgleich stand stuttgarts ungestumer schlussmann bredlow pate traf strafraum edmond tapsoba faust kopf nationalspieler josha vagnoman vergab per kopf anschluss grosse chance erneuten fuhrung vfb,moussa diaby,de,2023-05-14T15:25:38Z,4,International Football News
"fans klubs experten april april gelegenheit ""team the season"" bestehend torhuter vier verteidigern drei mittelfeldspielern drei angreifern wahlen dabei wurden stimmen fans prozent gewichtet klubs experten zahlen jeweils prozent endergebnis wenig uberraschend stellt bayern jedoch nicht grossten teil tots teams bvb gregor kobel nico schlotterbeck jude bellingham julian brandt schliesslich vier stars top elf aufzubieten team zudem beiden  profis frimpong sowie niclas fullkrug randal kolo muani erganzt nicht berucksichtigt wurde mittelfeld leader joshua kimmich sicht durchwachsene saison spielt jedoch trotzdem team erwarten ware benjamin pavard dayot upamecano kingsley coman thomas muller sicherlich optionen",moussa diaby,de,2023-05-13T10:26:28Z,3,Bundesliga News
saisonfinale wartet team alonso englische woche fur nachste bundesligaspiel kundigt trainer daher rotation schneller jungst koln rom nachsten zwei wochen dagegen bayers offensive zugehen hochgeschwindigkeitsfussballer frimpong wirkten zuletzt uberspielt ausnahmekonner wirtz blieb nachdem beginn exzellente gelegenheit fuhrung vergeben mourinho elf weitgehend wirkungslos hinzu kommt innenverteidiger odilon kossounou rom muskelfaserriss erlitt fur saison vorzeitig beendet zudem wurde ivorer freitag ruckflug deutschland andrich begleitet verdacht bruch linken fuss bestand verlassen positionen wild ball moment bisschen langsamer mussen,moussa diaby,de,2023-05-13T10:16:48Z,4,International Football News
haaland lewandowski fehlt bundesliga stumer weltklasse deshalb  trainer alonso sturmerloses umstellen folglich verteilen tore offensivakteure rechte frimpong dabei treffer verbuchen konnen adam hlozek adli jeweils falsche neun fungieren kommen funf beziehungsweise vier neben  mussen bundesligisten zuweilen klaren torjager auskommen vfl wolfsburg etwa weder jonas wind omar marmoush rolle hineingewachsen lukas nmecha erlitt unterdessen zwei verletzungen ausser gefecht setzten,moussa diaby,de,2023-05-13T05:11:59Z,4,International Football News
sportliche fragezeichen community entschieden team the season tots bundesliga wurde freitag prasentiert zusammen moments stellt bayern munchen sieben akteure vier kommen dortmund besonderes augenmerk liegt zudem spezialobjekt stats beliebten road the finals karte ubertrifft allerdings gibt diskrepanzen sportlicher leistung wahl tots angefangen verteidigung,moussa diaby,de,2023-05-12T19:18:46Z,2,Bundesliga News
"javascript steht nicht volle funktionalitat website verfugung bitte aktivieren javascript browser randal kolo muani niclas fullkrug jamal musiala alphonso davies matthijs ligt frimpong komplettieren elf saison wahl standen insgesamt funf torhuter zehn verteidiger mittelfeldspieler zehn angreifer basis offiziellen bundesliga statistiken shortlist geschafft gewinner ,,spieler monats"" ausserdem automatisch nominiert",moussa diaby,de,2023-05-12T17:00:00Z,2,Bundesliga News
wirtz bisschen gala form vergangenen wochen entfernt gute fur  verhaltnisse beinahe euphorische laune uberzeugend gespielten viertelfinale herrschte furs erste verweht roma sah seien  elf fantasie frische abhandengekommen einflussreichsten spieler wirken erschopft wirtz startete stark verblasste starker frimpong lichtgeschwinde duett rechten traten kaum erscheinung hradecky mitbekommen mussen verbessern sagte unuberhorbaren seufzen wussten nicht leicht knacken mittel wege mussen finden gelingt nicht droht schlimmste bestrafungen nicht sportliche rauswurf wettbewerb boser stempel kompletten mission nachlassen drauf ankommt wurde altbekannte stigma klub  vizekusen wachrufen nichts hassen mehr  unglucklichen halbfinal hinspiel rom  beginn gefahrlichere team gerat plan trainer strategen alonso duell mourinho durcheinander hoffnung aufs finale besteht trotzdem,moussa diaby,de,2023-05-12T10:25:02Z,1,Other
 vergibt leichtfertig gute ausgangsposition mussen besser spielen letzten drittel mahnte alonso zudem  alten starken reaktivieren zuletzt spielen wolfsburg union berlin koln verschutt gegangen rechte lange schlussel erfolg derzeit stumpfe waffe frimpong wirkt uberspielt bewegte fur roma ungefahrlichen raumen adam hlozek nominell neuner sturmzentrum nicht konsequent besetzte rom leichtes spiel schlussphase eingewechselten sardar azmoun echten mittelsturmer fur anfangsformation nominieren durfte endrucken rom zwingend gab situation gut durchgekommen nicht prasenz box gefahrlichkeit mussen besser fordert rolfes daher,moussa diaby,de,2023-05-12T09:44:10Z,3,Bundesliga News
"torwart lukas hradecky bewahrte  hoheren niederlage jegliche durchschlagskraft ahnlich ,,spann mann"" frimpong rechten wirkte franzose mude ideenlos gefahrlichste aktion pass hlozek note adam hlozek gegenuber adli vorzug bekam uberraschend rechtfertigen konnte tscheche nominierung fur startelf nicht note sardar azmoun fur sorgte roma abwehr fur verwirrung fuhrte roma torwart rui patricio ball minute fallen liess frimpong geschenk nicht verwerten konnte note amiri fur andrich note alonso trainer team bestens stimmung rom spielweise roma eingestellt fruh wechseln gezwungen schwachen hlozek auswechselte einfach richtig note",moussa diaby,de,2023-05-11T23:42:49Z,4,International Football News
trainer mourinho  trainer xabier alonso verabschieden spiel portugiese siegte team  schaffte verbissener gegenwehr gelegentlich hartem einsteigen euphorie romer grenzen halten eigene angriffsspiel fand selten ans ziel schnelle duett frimpong trat kaum erscheinung beste chance ausgleich servierte gegner patricio liess ball geradewegs diabys fussen fallen verteidiger cristante blockte schuss linie ausgleich  gut getan abgezockte elf abgezockteren trainers mourinho hoffnung erlaubt fur wiedersehen xabayarena andrich karriere falsch abgebogen fuhlt gereift autoritat  mittelfeld geniesst duell rom hohes ansehen anspruchsvollen trainer alonso,moussa diaby,de,2023-05-11T21:16:54Z,1,Other
abschlusstraining erneut oberschenkel verletzt brisant leverkusener kader bezug bellarabis spielerprofil sommer ohnehin lichten durfte leihspieler callum hudson odoi chelsea zuruckkehren frimpong gelten heisse wechselkandidaten,moussa diaby,de,2023-05-11T15:45:38Z,4,International Football News
angebliche interesse  verpflichtung schweizer nationalspielers granit xhaka arsenal informationen daily mirror ungebrochen britische tageszeitung begrundet dienstag bericht arsenals coach mikel arteta enger freund  trainer alonso sei xhaka fur etwa millionen euro borussia monchengladbach london wechselte tabellenzweiten premier league vertrag juni plus option fur weiteres jahr blatt spekuliert wechselwunsch jahrigen englische club mittelfeld personell neu ausrichten ablosesumme fur schweizer sommer etwa millionen euro liegen suche dynamischen flugelspieler konnten englander  fundig wunschliste arsenal stehen bericht mirror englisch,moussa diaby,de,2023-05-09T10:53:00Z,1,Other
gunners alternative chelsea guardian berichtet blues unlangst arsenal quere kommen konnten deadline day ebenfalls caicedo mitbieten konnten chelsea trainer graham potter brighton bestens bekennt pikant dabei europameister jorginho just chelsea profi arsenals alternative caicedo nicht gunners wechseln jpe,mykhaylo mudryk,de,2023-01-31T08:01:22Z,1,Other
brechen blues fernandez rekorde moises caicedo wohl unrealistischste transfer funfer liste allein guardian zufolge moglich erscheint zeigt chelsea januar wirklich zuzutrauen caicedo zentraler mittelfeldspieler brighton eigentlich arsenal schwer umworben blues premier league spitzenreiter unlangst letzten moment quere kommen brighton angeblich millionen euro rekordangebot fur ecuadorianer abgelehnt veto abruckt erscheint zunehmend unwahrscheinlich jorginho erfahrene europameister konnte chelsea verlassen fernandez weiterer defensiver mittelfeldspieler kader ware arsenal jorginho alternative zettel brighton caicedo nicht ziehen lassen trainer potter jorginho zuletzt gesetzt,mykhaylo mudryk,de,2023-01-31T09:41:14Z,1,Other
erstellt uhr allein chelsea gab bisher weit uber millionen euro mehr europaischen top ligen zusammen insgesamt acht neue spieler holte klub thomas tuchel stamford bridge sorgte verpflichtung fur transfer hammer winters boni ukrainer medienberichten zufolge shaktar donezk millionen euro einbringen argentiniens held enzo fernandez lyons malo gusto blues wohl zwei mega transfers deadline day durchziehen jahrige aussenverteidiger steht unmittelbar millionen transfer chelsea spatestens nacht februar wissen transfer wahnsinn europa ausgegangen deutschen teams mussen neuzugange uhr deadline day januar registrieren bleibt genugend zeit fur wundertransfer,mykhaylo mudryk,de,2023-01-31T11:20:00Z,6,Game description
"schlagzeilen wohl gerne vermieden mykhailo vergangenen wochen vorherrschendes thema britischen medien arsenal chelsea transfer rennen jungen ukrainer lieferten bringt allerdings tiktok video vergangenen sommer bredouille britische zeitung ,,sun"" mehrere englische medien berichten postete letzten sommer video freund mehrmals wort sagte etwa sekundige clip wurde insgesamt etwa angesehen dabei stand freund neben audi sang wohl song ,,freestyle"" rapper lil baby jahr viele fans aktivisten kritisierten jedoch dafur text rap songs ,,ohne rucksicht kontext"" verwendet heute startet achtelfinale dfb pokals absoluten neuheit ,,mykhailo bedauert entscheidung akzeptiert ganzem herzen nicht angemessen text liedes rezitieren video wurde inzwischen geloscht ,,es wichtig fussballer bedeutsame reichweite positive weise nutzen freuen mykhailo verletzung nutzung beleidigenden ausdrucks verursacht zugegeben mykhailo schachtjor donezk wechselt nicht arsenal chelsea uberraschend zuschlag bekommen schachtar donetzk chelsea wer eigentlich millionen ukrainer irgendwann chelsea transfermarkt zugeschlagen rechtsverteidiger kommt wechselte winter transferphase fur rund millionen euro schachtar donezk chelsea bonuszahlungen summe millionen euro ansteigen chelsea flugeln variabel einsetzbare offensiv star unterschrieben chelsea erhielt vorzug arsenal obwohl premier league tabellenfuhrer wochenlang dienste gebuhlt letztlich gingen ,,gunners"" leer chelsea konnte grossen sportlichen schlagzeilen hervorrufen dafur steht ungewollt abseits platzes fokus",mykhaylo mudryk,de,2023-01-31T21:50:14Z,3,Bundesliga News
grosste deal winters kurz transferschluss uber buhne gegangen ubersicht fixen transfers bundesliga enttauschenden hinrunde zeigte chelsea zuletzt kaufrausch verpflichtete insgesamt neun spieler winter darunter joao felix per leihe sowie fur millionen euro copyright copyright sport gmbh rechte vorbehalten,mykhaylo mudryk,de,2023-02-01T03:43:45Z,2,Bundesliga News
kehl wundert uber politik champions league gegners enzo fernandez joao felix drei acht chelsea neuzugangen rechts bvb sportdirektor sebastian kehl chelsea restlichen champions league saison maximal drei winterneuzugangen planen gruppe fernandez kam donezk joao felix atletico benoit badiashile monaco noni madueke eindhoven andrey santos vasco gama david datro fofana molde darf trainer graham potter quartett saisonende premier league einsetzen malo gusto achte winterneuzugang wurde ohnehin sommer lyon zuruckverliehen donnerstagabend chelsea uefa anderungen kader mitgeteilt klar chelsea fur drei neu registrierten spieler streichen wobei blues sommer platz aufgebot maximal spieler umfassen darf freigelassen blues deadline day abgesehen jorginho arsenal spieler mehr loswurden beschert aufgeblahten potenziell unzufriedenen kader konnte kleine chance fur bvb,mykhaylo mudryk,de,2023-02-01T08:33:03Z,6,Game description
grunde folgen probleme acht neuzugange vermeldete chelsea winter transferfenster konigstransfer letzte weltmeister enzo fernandez kam deadline day fur millionen euro benfica lissabon zuvor blues bereits donezk joao felix atletico leihe benoit badiashile monaco noni madueke eindhoven andrey santos vasco gama david datro fofana molde sowie malo gusto verpflichtet wobei letzterer direkt zuruck lyon verliehen wurde fast millionen euro investierten blues allein ablosesummen januar nicht mehr bundesliga liga serie ligue zusammen ausgaben vergleich englischen konkurrenz klarer spitzenwert winter ausgaben premier league klubs etwa millionen euro tatigte chelsea mehr drittel sommer londoner ausgaben rund millionen euro neuen englischen rekord aufgestellt chelsea stattete sommer winterneuzugange ausnahmslos extrem langen vertragen fernandez beiden teuersten unterschrieben gar sommer bietet blues moglichkeit ablosesummen uber zeitraum aufzusplitten statt millionen euro kostete sofort minus verbuchen mussen chelsea nachsten jahren jeweils rund acht millionen euro ausgaben angeben kommt chelsea mutmasslich transfers ratenzahlungen vereinbart deswegen londonern wichtig fernandez nicht millionen euro schwere ausstiegsklausel ziehen mussen lieber legten million drauf gegenzug zahlungsmodell vereinbaren sofortigen ausgaben grenzen halt,mykhaylo mudryk,de,2023-02-01T11:15:40Z,6,Game description
stand uhr wintertransferperiode folgten neben enzo fernandez acht weitere spieler fur millionen xamykhaylo xabenoit badiashile xanoni madueke xaandrey santos besondere wintertransfers neue besitzer klubs amerikanische investorengesellschaft clearland capital group stattete fernandez ungewohnlich langen vertragen fernandez vertrag lauft ebenso lang kontrakt gultig dadurch klub moglichkeit transfersummen uber moglichst langen zeitraum abzuschreiben somit ausgaben strecken fur fernandez ergeben vertragslaufzeit acht jahren demnach mehr millionen euro ausgaben pro spielzeit michailo chelsea ungewohnlich langen vertrag bekommen grund dafur regeln financial fairplay bundesliga vertragslaufzeit kaum denkbar mehr,mykhaylo mudryk,de,2023-02-01T12:35:57Z,6,Game description
verwenden cookies angebot fur verbessern mehr informationen finden unserer datenschutzerklarung ukrainer mykhailo neuerdings trikot chelsea tragt gilt gute investition zukunft sei wild einfach sagen geld spielt rolle kommentierte borussia dortmunds sportdirektor sebastian kehl sky interview jungsten transfer aktivitaten chelsea millionen euro fur weltmeister enzo fernandez argentinien millionen fur ukraine kurz winter transferfensters premier league aktuell platz rangierenden xalondoner nochmal richtig krachen lassen insgesamt gaben winter rund millionen euro mehr top ligen spanien italien deutschland frankreich zusammen seit saisonbeginn juli investierte xachelsea uber millionen euro fur neue spieler xadem gegenuber stehen transfererlose rund millionen zeitraum obwohl jahresumsatz chelsea rund funftel niedriger bayern bundesliga liegt ubertreffen blues munchener ausgaben vielfaches dabei sollten neuen financial sustainability regeln uefa financial fairplay vorgaben abgelost finanziellen exzesse eigentlich verhindern,mykhaylo mudryk,de,2023-02-01T13:56:00Z,6,Game description
potter zwei erfolg bringen sollen wahnsinnige millionen euro gibt chelsea saison transfermarkt davon entfallen knapp millionen euro winter englische klub gibt mehr bundesliga spanische franzosische italienische liga zusammen gigantismus wette zukunft darstellt erinnern legendare streikende faxgerat hamburger wegen januar wechsel eric maxim choupo moting koln scheiterte wahrend sturmer uber umwege inzwischen bayern spielt geschatzt dachten eigentlich pannen damals wurden vergangenheit angehoren hakim ziyech langer choupo moting unterhalten unfreiwilliger verbleib klub bringen quelle psg nannte scheitern gegenuber the athletic zirkus extraklasse eigentlich chelsea gut gebrauchen konnen spieler abzugeben kader besteht mann massiv aufgeblaht neuzugangen joao felix noni madueke konnten gleich drei neue ziyechs stammposition rechten flugel auflaufen jahrige kam konkurrenz neuzugange saison bislang nicht recht zug gerade zehn einsatze premier league tor konnte gar nicht beisteuern lediglich vorgelegt weiterhin london bleiben mussen,mykhaylo mudryk,de,2023-02-01T16:41:33Z,6,Game description
"content neuen eigentumer chelsea investieren laufenden saison millionen euro kader mussen erfolge her todd boehly chelsea operativ leitet kennt regeln nicht ganz genau gelesen langen vertragslaufzeiten fur neuzugange erklaren fernandez ebenso ukrainische aussenbahnspieler chelsea mitte januar fur millionen euro schachtar donezk gekauft fur achteinhalb jahre angestellt worden transferausgaben fur financial fair play regeln zeit umgelegt geht fernandez deal uber millionen euro saisonbilanz allein bilanzen nicht positive drehen all spielern boehly gekauft neben fernandez raheem sterling kalidou koulibaly gabriel slonina carney chukwuemeka marc cucurella cesare casadei wesley fofana pierre emerick aubameyang denis zakaria david datro fofana benoit badiashile andrey santos noni madueke sowie portugiesische perspektivstar joao felix sommer london spielen fur chelsea millionen euro leihgebuhr atletico madrid uberweist betrag bislang beispiel boehly klub zusammen konsortium investoren marz gekauft vorbesitzer roman abramowitsch wurde wegen sanktionen westens wegen russischen angriffskriegs ukraine verhangt worden gedrangt klub verkaufen milliarden euro mussten fur chelsea tisch gelegt ,,wir gehen all prozent"" wurde boehly statement kauf zitiert ,,jede minute einzelnen match vision besitzer klar fans stolz zeit zurzeit steht chelsea platz zehn liga thomas tuchel wurde paar spieltagen september trainer entlassen nachfolger graham potter stars sternchen boehly zusammengekauft mannschaft formen qualifikation fur championsleague schafft eigentlich championsleague spatestens nachsten saison gewinnen pramien uefa projekt lohnen",mykhaylo mudryk,de,2023-02-03T11:29:00Z,1,Other
transferflut steht fest wahrend millionen euro teure weltmeister enzo fernandez benfica millionen euro flugelsturmer donezk atletico leihgabe joao felix achtelfinale borussia dortmund etwaigen folgenden rundenspielen einsatzfahig darf potter aubameyang saisonende premier league einsetzen ausserdem einzige winter abgang jorginho arsenal logischerweise nicht mehr dabei ansonsten wurde niemand mehr gestrichen blues sommer kaderplatz freigelassen aufgefullt,mykhaylo mudryk,de,2023-02-03T17:33:03Z,6,Game description
bayern tottenham neu kader joao felix neuzugang leihe atletico enzo fernandez neuzugang benfica neuzugang donezk nicht mehr kader pierre emerick aubameyang gestrichen jorginho wechsel arsenal,mykhaylo mudryk,de,2023-02-13T08:01:18Z,6,Game description
enzo fernandez kam winter fur ablose mio euro benfica lissabon gut fur borussia dortmund fur konigsklasse durfte graham potter drei acht neuzugange nachmelden superstars enzo fernandez mio donezk joao felix mio ausleihe atletico euro kader geschafft dafur wurde pierre emerick aubameyang gestrichen bvb star steht protz abstellgleis sehen bvb chelsea championsleague heute live,mykhaylo mudryk,de,2023-02-14T21:30:25Z,1,Other
fruherer bayern vorstand lacht uber barcelona ehemalige fcb inter profi blickte dabei chelsea allein premier league spielzeit rund millionen euro fur spieler ausgegeben allein winter uber millionen euro fur profis enzo fernandez benfica lissabon schachtar donezk leihspieler joao felix atletico madrid thema geht fragen antworten chelseas winter transferphase,mykhaylo mudryk,de,2023-02-22T17:30:00Z,6,Game description
chelsea leihgabe immer ofter zuschauerrolle ausgerechnet ukrainischen nationalspieler fur millionen euro ablose shachtar donezk kam  sommer hudson odois verpflichtung heftig umworben werksklub schien sogar einigung uber transfer erzielt deal scheiterte wurden verantwortlichen chelsea wegen cho vorstellig inwieweit angreifer  moglichkeit bekommt sportlich empfehlen bleibt abzuwarten sonntag heimspiel hertha bsc konnte ablauf sperre adli sogar platz spieltagsaufgebot eng fur callum hudson odoi richtig gas geben nicht  einzig vergessene superstar erinnerung bleiben,mykhaylo mudryk,de,2023-03-01T18:25:00Z,6,Game description
rodrygo traf doppelt london steht real madrid erneut halbfinale konigsklasse runde menschlichem ermessen gelaufen lampard wechselte paar teuren reservisten sterling millionen euro millionen joao felix millionen leihgebuhr kamen fur cucurella millionen enzo fernandez millionen conor gallagher eigengewachs immer verliehen wurde einzige geschah zweite tor real madrid leerte stadion saison tatsachlich beschamend boehly gesagt zumindest gemessen daran chelsea saison mehr millionen euro allein neue spieler investiert aktuell elften platz liga sowie championsleague geerntet gibt dinge entschieden billiger xahaben trotz leichtfertig verspielten sieges uberzahl dortmund nicht grundsatzlich verpeilt bayern bestehen lieber bvb schnell erkennen,mykhaylo mudryk,de,2023-04-18T21:18:54Z,6,Game description
warum sehe faz net nicht mehr millionen euro boehly saison transferzahlungen kader gesteckt sehen davon wenig liegt nicht daran interimstrainer frank lampard entscheidenden partie real madrid mittelfeld zunachst lieber eigengewachs conor gallagher millionen euro zugang setzte immer blitzte fraglos vorhandene klasse einzelner spieler idee geschweige plan zusammenstellung teuren einzelstucken gemeinsamem dauerhaftem erfolg kommen nicht ersichtlich dabei mehr spannung dienstagabend durchaus moglich chancen chelsea fuhrung gab wurden teils klaglich vergeben n'golo kante traf freistehend strafraum volleyschuss nicht richtig marc cucurella scheiterte heraussturzenden torwart thibaut courtois besser geht zeigte real madrid wenigen moglichkeiten gab zwei eiskalt ausnutzte fehler trevoh chalobah seitenlinie sturmte rodrygo allein xarichtung tor vollendete wirrwarrs ball kam kinderspiel,mykhaylo mudryk,de,2023-04-19T06:10:46Z,6,Game description
rolfes geben jona nicht buhlen seit geraumer zeit klubs england zeigt zudem nottingham forest konkretes interesse tah  geschaftsfuhrer simon rolfes schliesst wechsel beiden innenverteidiger winter bleiben  tah mitte imago sven simon jona nicht abgeben erklart geschaftsfuhrer sport sonntag gegenuber kicker vertraglich gebundenen rechtsfuss tah trainer alonso unerschutterlichen satus abwehrchef zentrale akteur dreierkette verloren zuletzt bochum startelf stand trotz werbens england bleiben gleiches fur gelten,piero hincapie,de,2023-01-29T14:25:51Z,1,Other
augsburg obenauf,piero hincapie,de,2023-02-03T21:23:37Z,0,Europa League
"callum hudson odoi kehrt leihe chelsea zuruck tah vertrag ausstiegsklausel strebt acht jahren  england wechsel zuletzt nottingham winterperiode heiss umworben insel tottenham frimpong manutd diaby arsenal newcastle trio wurde weit uber mio euro ablose einspielen rolfes plant anderung transferpolitik lehre saison ,,unser ansatz halten ungewohnlich fur  ging naturlich zulasten einkaufen",piero hincapie,de,2023-02-09T15:23:04Z,4,International Football News
"starke tsg hoffenheim nachste grund freude fur fans  ,,wir spielern immer fruhzeitig schauen lange vertrage starken position fall deswegen vertag verlangert"" sagte rolfes gesprach moderatorin valentina maceri experte walter straten kam fur millionen ablose argentinischen klub talleres  uhr vermeldete werksklub deal sonntag offiziell fur sei  ,,genau richtige klub nicht versprochen jungem spieler hochstem niveau einsatzzeiten gegeben gewunscht habe"" meinte spieler  mitteilung ,,ich konnte etablieren position nationalmannschaft festigen fur riesige motivation leistungen kommenden jahren bestatigen  titel anzustreben seit monaten  versucht vertragslaufzeit auszuweiten neue arbeitspapier unterschrieben ausstiegsklausel macht richtig teuer interessenten gibt's genug gilt grossten abwehrtalente welt fussball ecuadorianer landerspiele spielte spatestens guten auftritte rampenlicht grosser vereine chelsea liess beobachten tottenham hotspur zuletzt wintertransferperiode mundliches angebot uber millionen euro fur nationalspieler abgegeben zudem sprach rolfes sendung uber ruckkehr patrik schick monaco ,,wir gehen davon monaco dabei wochenende nichts verletzung tun lange ausgefallen einfach krank ware hoffenheim kader hoffen lasst naturlich zusatzliche qualitat kader bringt lange spiel vermissen gerade zusammenspiel wirtz schlussel fur erfolgreiche saison letzten jahr hoffen ruckkehr durchstartet",piero hincapie,de,2023-02-12T08:20:44Z,3,Bundesliga News
 bindet ecuadorianischen teilnehmer kam relativ unbekannter spieler wurde  schnell festen grosse alonso abwehrkette gesetzt vertrag vorzeitig verlangert verlangert vertrag  vorzeitig imago langer   august fur ablose millionen euro talleres cordoba argentinien verpflichtete heute jahrige relativ unbeschriebenes blatt eineinhalb jahren  ecuadorianische nationalspieler heissen aktie fussballmarkt entwickelt nicht ordentlichen auftritten innenverteidigers katar steht linksfuss diversen europaischen topklubs liste bereits sommer meldete bereits tottenham hotspur interesse entwicklung jederzeit starken position erklart jahrige personalie speziellen leverkusener ansatz allgemein deswegen versuchen jungen spielern vorzeitig jahr dranzuhangen immer starkes gerust sommer umbruch geben rolfes bereits grossen kicker interview donnerstag angekundigt neue arbeitspapier ausstiegsklausel beinhaltet beantwortete rolfes verzogerung meistens besser ausstiegsklausel manchmal gar nicht verkehrt hohe entscheidend erklarte zuvor gut moglich rolfes vertragsoption betrifft bisschen geflunkert,piero hincapie,de,2023-02-12T09:06:30Z,3,Bundesliga News
